"Custom currency symbols were applied successfully.","Tùy chỉnh ký hiệu tiền tệ đã được áp dụng thành công."
"Manage Currency","Quản lý ngọai tệ"
"Manage Currency Rates","Quản lý tỷ giá ngọai tệ"
"Rates","Tỷ giá"
"Save Currency Symbols","Lưu biểu tượng tiền tệ"
"Symbols","Biểu tượng"
"System","Hệ thống"
"Use Default","Sử dụng mặc định"
"Use Standard","Sử dụng chuẩn"
"Use Website","Sử dụng website"
