"Customer Packaging","Customer Packaging"
"Customer Supplied Package","Customer Supplied Package"
"Customer services","Dịch vụ khách hàng"
"DHL","DHL"
"DHL (Deprecated)","DHL (Deprecated)"
"Debug","Debug"
"Default Package Height","Default Package Height"
"Default Package Length","Default Package Length"
"Default Package Width","Default Package Width"
"Delivered","Delivered"
"Delivery Confirmation","Delivery Confirmation"
"Depth","Depth"
"Destination Type","Destination Type"
"Destination facility code is empty","Destination facility code is empty"
"Development","Phát triển"
"Direct","Direct"
"Displayed Error Message","Đã hiển thị thông điệp lỗi"
"Divide Order Weight","Divide Order Weight"
"Documents","Tài liệu"
"Domestic Shipment Days","Domestic Shipment Days"
"Domestic economy select","Domestic economy select"
"Domestic express","Domestic express"
"Drop Box","Drop Box"
"Dropoff","Dropoff"
"Easy shop","Easy shop"
"Economy select","Economy select"
"Empty response","Empty response"
"Enable Negotiated Rates","Enable Negotiated Rates"
"Enabled for Checkout","Enabled for Checkout"
"Enables/Disables SSL verification of Magento server by UPS.","Enables/Disables SSL verification of Magento server by UPS."
"Error #%s : %s","Error #%s : %s"
"Error #%s : %s (%s)","Error #%s : %s (%s)"
"Error #%s: %s","Error #%s: %s"
"Europack","Europack"
"Europe First Priority","Europe First Priority"
"Exchange rate %s (Base Currency) -> %s not found. DHL method %s skipped","Exchange rate %s (Base Currency) -> %s not found. DHL method %s skipped"
"Express","Express"
"Express 10:30","Express 10:30"
"Express 10:30 AM","Express 10:30 AM"
"Express 12:00","Express 12:00"
"Express 9:00","Express 9:00"
"Express Mail","Express Mail"
"Express Saturday","Express Saturday"
"Express Saver","Express Saver"
"Express easy","Express easy"
"Express envelope","Express envelope"
"Express worldwide","Express worldwide"
"Failed to parse xml document: %s","Đã thất bại khi phân tích tài liệu xml: %s"
"FedEx","FedEx"
"FedEx 10kg Box","FedEx 10kg Box"
"FedEx 25kg Box","FedEx 25kg Box"
"FedEx Box","FedEx Box"
"FedEx Envelope","FedEx Envelope"
"FedEx Pak","FedEx Pak"
"FedEx Tube","FedEx Tube"
"First Overnight","First Overnight"
"First-Class","First-Class"
"Flat","Flat"
"Flat-Rate Box","Flat-Rate Box"
"Flat-Rate Envelope","Flat-Rate Envelope"
"Free Method","Free Method"
"Free Shipping with Minimum Order Amount","Free Shipping with Minimum Order Amount"
"Freight","Freight"
"Freight worldwide","Freight worldwide"
"Gateway URL","Gateway URL"
"Gateway XML URL","Gateway XML URL"
"Gift","Gift"
"Girth","Girth"
"Globalmail business","Globalmail business"
"Ground","Ground"
"Ground Commercial","Ground Commercial"
"Ground Residential","Ground Residential"
"Handling Applied","Handling Applied"
"Handling Fee","Handling Fee"
"Height","Height"
"Height, width and length should be equal or greater than %s","Chiều cao, chiều rộng và chiều dài phải bằng hoặc lớn hơn %s"
"Home Delivery","Giao hàng tận nhà"
"Hub ID","Hub ID"
"Inches","Inches"
"Indirect","Indirect"
"International Economy","International Economy"
"International Express","International Express"
"International First","International First"
"International Ground","International Ground"
"International Priority","International Priority"
"International Shipment Days","International Shipment Days"
"Intl Economy Freight","Intl Economy Freight"
"Intl Priority Freight","Intl Priority Freight"
"Jetline","Jetline"
"Jumbo box","Jumbo box"
"Key","Key"
"Kilograms","Kilograms"
"Large","Large"
"Large Express Box","Large Express Box"
"Length","Length"
"Letter","Letter"
"Library","Library"
"Live","Live"
"Machinable","Machinable"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)"
"Media Mail","Media Mail"
"Medical express","Medical express"
"Medium Express Box","Medium Express Box"
"Merchandise","Merchandise"
"Meter Number","Meter Number"
"Minimum Order Amount for Free Shipping","Số tiền đặt hàng tối thiểu cho vận chuyển miễn phí"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)"
"Mode","Mode"
"National Freight","National Freight"
"Next Afternoon","Next Afternoon"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","No"
"No packages for request","No packages for request"
"Non Documents","Non Documents"
"Non documents","Non documents"
"Non-rectangular","Non-rectangular"
"None","None"
"Not Required","Không được yêu cầu"
"Order","Order"
"Order #%s","Order #%s"
"Origin of the Shipment","Origin of the Shipment"
"Origin serviceAreaCode is missing","Origin serviceAreaCode is missing"
"Other","Other"
"Others","Others"
"PAK","PAK"
"Package","Gói"
"Package Description","Mô tả gói"
"Package content is missing","Nội dung gói bị thiếu"
"Packages Request Type","Packages Request Type"
"Packaging","Packaging"
"Pallet","Pallet"
"Parcel","Parcel"
"Parcel Post","Parcel Post"
"Password","Mật khẩu"
"Pickup Method","Pickup Method"
"Piece Id barcode is missing","Một phần Id barcode bị thiếu"
"Piece number information is missing","Một phần thông tin bị thiếu"
"Please make sure to use only digits here. No dashes are allowed.","Vui lòng chỉ sử dụng chữ số ở đây. Không có dấu gạch ngang được phép."
"Please, specify origin country","Xin vui lòng, xác định rõ nguồn gốc xuất xứ"
"Pounds","Pounds"
"Priority Mail","Mail ưu tiên"
"Priority Overnight","Priority Overnight"
"Product content code is invalid","Mã nội dung sản phẩm không hợp lệ"
"Product name is missing","Tên sản phẩm bị thiếu"
"Receiver","Người nhận"
"Rectangular","Hình chữ nhật"
"Reference code is missing","Mã tham chiếu bị thiếu"
"Regular","Regular"
"Regular Pickup","Regular Pickup"
"Request Courier","Request Courier"
"Required","Được yêu cầu"
"Required for negotiated rates; 6-character UPS.","Required for negotiated rates; 6-character UPS."
"Residential","Residential"
"Residential Delivery","Residential Delivery"
"Response is in the wrong format","Trả về định dạng sai"
"Return","Trả lại"
"Round","Round"
"Routing barcode is missing","Routing barcode is missing"
"Same day","Same day"
"Sample","Sample"
"Sandbox Mode","Sandbox Mode"
"Second Day Service","Second Day Service"
"Secure Gateway URL","Secure Gateway URL"
"Secureline","Secureline"
"Sender","Sender"
"Sender city info is missing","Gởi thông tin về thành phố bị thiếu"
"Sender contact name is missing","Gởi tên liên lạc bị thiếu"
"Sender country info is missing","Gởi thông tin quốc gia bị thiếu"
"Service type does not match","Lọai dịch vụ không phù hợp"
"Ship to Applicable Countries","Vận chuyển đến quốc gia phù hợp"
"Ship to Specific Countries","Vận chuyển đến quốc gia cụ thể"
"Shipment Contains Hazardous Materials","Shipment Contains Hazardous Materials"
"Shipment Dutiable","Shipment Dutiable"
"Shipment Duty Payment Type","Shipment Duty Payment Type"
"Shipment Type","Shipment Type"
"Shipment is not available.","Shipment is not available."
"Shipment picked up","Shipment picked up"
"Shipper Number","Shipper Number"
"Shipping Key","Shipping Key"
"Shipping Key (International)","Shipping Key (International)"
"Show Method if Not Applicable","Show Method if Not Applicable"
"Signature Required","Được yêu cầu chữ ký"
"Size","Size"
"Small Express Box","Small Express Box"
"Smart Post","Smart Post"
"Sort Order","Sắp xếp theo thứ tự"
"Specific","Specific"
"Sprintline","Sprintline"
"Standard Overnight","Standard Overnight"
"Station","Station"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal With Discount"
"The field is applicable if the Smart Post method is selected.","The field is applicable if the Smart Post method is selected."
"The response is in wrong format.","Trả lại sai định dạng."
"There is no available method for selected shipping address.","Không có phương thức có sẳn cho địa chỉ vận chuyển được chọn."
"There is no items in this order","Không có sản phẩm trong hóa đơn này"
"Third Party","Third Party"
"Title","Tiêu đề"
"To Lower","To Lower"
"To Upper","To Upper"
"Tracking XML URL","Tracking XML URL"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Type","UPS Type"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS Worldwide Saver","UPS Worldwide Saver"
"USPS","USPS"
"Unable to retrieve tracking","Không thể lấy tracking"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Lỗi không xác định"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount."
"User ID","User ID"
"Variable","Variable"
"Waybill barcode information is missing","Waybill barcode information is missing"
"Weight Unit","Đơn vị trọng lượng"
"Weight unit is invalid","Đơn vị trọng lượng không hợp lệ"
"Width","Width"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Wrong Content Type.","Sai lọai nội dung."
"Wrong Region.","Sai vùng."
"Yes","Yes"
"Your Packaging","Gói của bạn"
"Zero shipping charge for '%s'","Không tính phí vận chuyển cho'%s'"
"cm","cm"
"inch","inch"
